COD_USU,SEX_USU,FEC_NAC_USU,EDAD_USU,GRU_ET,PAI_USU,TIE_DIS,LEN_MAT,AUT_IDE_ET,NOM_CEN,FEC_ING,PER_ING,TIP_SEG_SAL,EST_ACT,FEC_EGR,MOT_EGR
S-N 25,2,2017-02-19,8,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2023-01-04,2,1,1,NO APLICA,11
S-N 42,1,2018-08-30,7,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2024-03-11,1,1,1,NO APLICA,11
S-N 44,1,2021-03-18,4,2,PERÚ,3,10,7,CEDIF TURQUEZAS,2024-04-01,1,1,1,NO APLICA,11
S-N 59,1,2012-05-27,13,4,PERÚ,3,10,6,CEDIF TURQUEZAS,2024-10-01,2,1,1,NO APLICA,11
S-N 53,2,2019-01-11,6,3,PERÚ,3,10,6,CEDIF TURQUEZAS,2024-06-17,2,1,1,NO APLICA,11
S-N 64,1,2018-11-19,7,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2024-01-13,1,1,1,NO APLICA,11
S-N 36,2,2017-03-10,8,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2021-03-08,1,1,1,NO APLICA,11
S-N 37,2,2015-05-25,10,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2022-07-05,2,1,1,NO APLICA,11
S-N 38,2,2018-03-08,7,3,PERÚ,3,10,7,CEDIF TURQUEZAS,2023-11-03,1,2,1,NO APLICA,11
120400001,1,2016-11-22,9,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2020-02-20,1,2,1,NO APLICA,11
120400002,1,2011-04-29,14,4,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2014-05-07,1,1,1,NO APLICA,11
120400005,1,2010-05-03,15,4,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-09-02,1,1,1,NO APLICA,11
120400007,1,2020-03-03,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-09-26,1,1,1,NO APLICA,11
120400009,2,2017-06-29,8,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-11-02,1,1,1,NO APLICA,11
120400010,2,2013-08-02,12,4,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-01-17,1,1,1,NO APLICA,11
120400011,2,2020-12-20,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-01-11,1,1,1,NO APLICA,11
120400012,2,2014-06-16,11,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-01-13,1,1,1,NO APLICA,11
120400013,1,2019-01-21,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-01-13,1,1,1,NO APLICA,11
120400014,1,2020-12-17,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-02-08,1,1,1,NO APLICA,11
120400015,2,2020-09-18,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-03-10,1,2,1,NO APLICA,11
120400017,1,2020-09-24,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-03-14,1,6,1,NO APLICA,11
120400018,1,2020-10-28,5,2,PERÚ,3,10,1,CEDIF ROSA DE LIMA,2023-03-23,1,1,1,NO APLICA,11
120400019,2,2019-04-09,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-03-06,1,1,1,NO APLICA,11
120400024,2,2021-07-01,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-04-05,1,1,1,NO APLICA,11
120400025,2,2017-02-16,8,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-04-10,1,1,1,NO APLICA,11
120400026,2,2020-08-11,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-04-05,1,1,1,NO APLICA,11
120400027,2,2020-04-03,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-05-23,1,2,1,NO APLICA,11
120400029,2,2015-09-18,10,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-06-05,1,1,1,NO APLICA,11
120400030,1,2019-12-12,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-05-31,1,1,1,NO APLICA,11
120400033,2,2014-06-20,11,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-07-31,1,1,1,NO APLICA,11
120400035,1,2020-07-26,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-01-10,1,1,1,NO APLICA,11
120400037,2,2019-05-07,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-02-08,1,1,1,NO APLICA,11
120400039,1,2019-11-19,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2023-10-23,1,1,1,NO APLICA,11
120400040,2,2021-07-06,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-15,1,1,1,NO APLICA,11
120400239,2,2021-10-01,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-15,1,1,1,NO APLICA,11
120400042,1,2022-01-07,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-16,1,1,1,NO APLICA,11
120400043,2,2020-09-22,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-16,1,1,1,NO APLICA,11
120400045,1,2019-06-27,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-16,1,2,1,NO APLICA,11
120400046,1,2021-11-14,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-17,1,2,1,NO APLICA,11
120400047,1,2014-08-27,11,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-17,1,1,1,NO APLICA,11
120400048,1,2022-08-25,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-22,1,1,1,NO APLICA,11
120400052,2,2022-07-26,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-22,1,2,1,NO APLICA,11
120400053,1,2010-05-29,15,4,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-22,1,6,1,NO APLICA,11
120400055,1,2019-07-25,6,3,VENEZUELA,3,10,7,CEDIF ROSA DE LIMA,2024-01-23,1,1,1,NO APLICA,11
120400061,1,2021-03-20,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-26,1,1,1,NO APLICA,11
120400062,1,2020-07-27,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-26,1,2,1,NO APLICA,11
120400063,1,2020-01-07,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-30,1,1,1,NO APLICA,11
120400064,2,2022-01-08,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-30,1,2,1,NO APLICA,11
120400065,2,2020-07-01,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-05,1,1,1,NO APLICA,11
120400066,1,2022-01-09,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-01-30,1,1,1,NO APLICA,11
120400068,2,2020-10-24,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-02,1,1,1,NO APLICA,11
120400069,2,2022-05-25,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-19,1,1,1,NO APLICA,11
120400071,1,2018-01-28,7,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-05,1,2,1,NO APLICA,11
120400072,1,2019-06-12,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-20,1,1,1,NO APLICA,11
120400073,2,2015-12-05,10,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-02-20,1,1,1,NO APLICA,11
120400076,2,2017-09-07,8,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-09-02,1,2,1,NO APLICA,11
120400077,1,2015-02-11,10,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2019-04-15,1,1,1,NO APLICA,11
120400078,2,2014-12-04,11,3,PERÚ,3,10,1,CEDIF ROSA DE LIMA,2022-08-08,1,1,1,NO APLICA,11
120400082,1,2019-04-05,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-09-02,1,2,1,NO APLICA,11
120400084,2,2019-05-22,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-08-10,1,1,1,NO APLICA,11
120400086,2,2021-03-06,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-05-04,1,2,1,NO APLICA,11
120400087,2,2020-02-08,5,2,VENEZUELA,3,10,7,CEDIF ROSA DE LIMA,2022-02-01,1,6,1,NO APLICA,11
120400088,2,2019-12-07,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2022-05-03,1,1,1,NO APLICA,11
120400090,1,2022-05-16,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-04,1,1,1,NO APLICA,11
120400092,1,2020-10-12,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-07,1,2,1,NO APLICA,11
120400093,1,2020-11-03,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-12,1,1,1,NO APLICA,11
120400094,2,2019-10-24,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-12,1,1,1,NO APLICA,11
120400095,1,2022-02-24,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-14,1,1,1,NO APLICA,11
120400099,2,2020-07-28,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-03-20,1,1,1,NO APLICA,11
120400243,1,2021-07-24,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-04-08,1,1,1,NO APLICA,11
120400106,2,2018-01-06,7,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-05-02,1,2,1,NO APLICA,11
120400111,2,2015-12-29,10,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-05-16,1,2,1,NO APLICA,11
120400250,1,2020-06-21,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2020-06-21,1,1,1,NO APLICA,11
120400114,1,2021-05-20,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-05-02,1,1,1,NO APLICA,11
120400115,1,2020-07-08,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-06-03,1,1,1,NO APLICA,11
120400120,1,2020-04-19,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-06-06,1,1,1,NO APLICA,11
120400121,2,2022-05-31,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-07-01,1,2,1,NO APLICA,11
120400123,1,2022-01-01,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-08-08,1,1,1,NO APLICA,11
120400124,2,2021-06-17,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-08-15,1,1,1,NO APLICA,11
120400125,2,2013-03-21,12,4,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-08-19,1,2,1,NO APLICA,11
120400128,2,2023-02-01,2,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-08-20,1,1,1,NO APLICA,11
120400101,2,2014-03-28,11,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-08-14,1,1,1,NO APLICA,11
120400130,1,2022-12-29,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-09-02,1,2,1,NO APLICA,11
120400135,2,2022-02-28,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-09-17,1,1,1,NO APLICA,11
120400136,2,2021-02-24,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-09-23,1,1,1,NO APLICA,11
120400137,2,2022-08-16,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2024-10-02,1,1,1,NO APLICA,11
120400160,1,2022-11-22,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-06,1,1,1,NO APLICA,11
120400163,2,2022-10-27,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-07,1,1,1,NO APLICA,11
120400164,1,2020-09-29,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-07,1,1,1,NO APLICA,11
120400165,2,2020-08-30,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-09,1,1,1,NO APLICA,11
120400166,2,2023-02-12,2,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-08,1,1,1,NO APLICA,11
120400169,2,2022-01-20,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-09,1,1,1,NO APLICA,11
120400170,2,2022-07-01,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-09,1,1,1,NO APLICA,11
120400172,2,2017-03-30,8,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-10,1,1,1,NO APLICA,11
120400174,2,2023-01-16,2,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-14,1,1,1,NO APLICA,11
120400177,1,2019-05-09,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-15,1,1,1,NO APLICA,11
120400178,2,2022-12-14,3,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-15,1,1,1,NO APLICA,11
120400179,2,2020-06-05,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-15,1,1,1,NO APLICA,11
120400180,2,2021-06-04,4,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-17,1,1,1,NO APLICA,11
120400182,1,2017-05-12,8,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-17,1,1,1,NO APLICA,11
120400183,1,2019-08-06,6,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-20,1,1,1,NO APLICA,11
120400186,2,2020-03-16,5,2,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-10,1,1,1,NO APLICA,11
120400246,1,2018-09-06,7,3,PERÚ,3,10,7,CEDIF ROSA DE LIMA,2025-01-09,1,1,1,NO APLICA,11
CDFASA00052,1,2021-04-04,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-08-07,1,1,1,NO APLICA,11
CDFASA00059,1,2021-11-18,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-10,2,2,1,NO APLICA,11
CDFASA00062,1,2021-04-17,4,2,PERÚ,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-16,2,1,1,NO APLICA,11
CDFASA00019,1,2021-05-18,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-16,2,1,1,NO APLICA,11
CDFASA00064,1,2021-07-01,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-21,1,1,1,NO APLICA,11
CDFASA00025,2,2021-07-13,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-11-26,1,1,1,NO APLICA,11
CDFASA00003,2,2021-09-25,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-06,1,1,1,NO APLICA,11
CDFASA00058,2,2021-11-11,4,2,PERÚ,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-09,1,1,1,NO APLICA,11
CDFASA00024,1,2020-10-26,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-03,9,1,1,NO APLICA,11
CDFASA00004,1,2020-10-24,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-30,2,1,1,NO APLICA,11
CDFASA00026,1,2020-06-14,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2023-10-05,1,1,1,NO APLICA,11
CDFASA00029,1,2020-09-20,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-08,1,1,1,NO APLICA,11
CDFASA00056,1,2020-09-05,5,2,PERÚ,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-06,2,1,1,NO APLICA,11
CDFASA00028,2,2020-10-27,5,2,COLOMBIA,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-03,1,1,1,NO APLICA,11
CDFASA00045,2,2021-02-08,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-03-15,2,1,1,NO APLICA,11
CDFASA00032,2,2020-04-05,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-15,1,1,1,NO APLICA,11
CDFASA00006,2,2021-03-08,4,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-04-15,1,1,1,NO APLICA,11
CDFASA00044,2,2020-08-27,5,2,PERÚ,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-03-15,1,1,1,NO APLICA,11
CDFASA00057,2,2020-09-09,5,2,PERÚ,3,10,5,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-08,1,1,1,NO APLICA,11
CDFASA00036,1,2020-01-03,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-02-12,1,1,1,NO APLICA,11
CDFASA00014,1,2019-05-29,6,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2022-08-04,3,1,1,NO APLICA,11
CDFASA00031,1,2019-10-20,6,3,PERÚ,3,10,5,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-15,1,1,1,NO APLICA,11
CDFASA00039,1,2020-02-06,5,2,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-02-22,1,1,1,NO APLICA,11
CDFASA00050,1,2019-10-19,6,3,PERÚ,3,10,6,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-04-04,1,1,1,NO APLICA,11
CDFASA00049,2,2019-07-15,6,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-04-04,1,2,1,NO APLICA,11
CDFASA00048,2,2019-08-05,6,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-04-01,2,1,1,NO APLICA,11
CDFASA00008,1,2018-10-31,7,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2022-01-24,1,1,1,NO APLICA,11
CDFASA00051,1,2016-04-14,9,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-05-14,2,1,1,NO APLICA,11
CDFASA00016,1,2018-06-02,7,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2022-11-14,2,1,1,NO APLICA,11
CDFASA00021,1,2018-05-26,7,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2023-02-01,1,1,1,NO APLICA,11
CDFASA00035,1,2018-08-21,7,3,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-02-09,1,1,1,NO APLICA,11
CDFASA00060,1,2019-01-11,6,3,PERÚ,2,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2025-01-14,1,1,1,NO APLICA,11
CDFASA00013,2,2013-03-01,12,4,PERÚ,2,10,5,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2022-03-24,1,1,1,NO APLICA,11
CDFASA00033,1,2011-12-15,14,4,PERÚ,3,10,7,CEDIF ALEJANDRO SÁNCHEZ ARTEAGA,2024-01-24,2,1,1,NO APLICA,11
0011 PEREZ VARGAS ,2,2018-12-27,7,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2022-05-25,1,1,1,NO APLICA,11
0019 LLANOS RAMIREZ,2,2010-03-06,15,4,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-01-26,1,2,1,NO APLICA,11
0021 VILCHEZ TORRES,1,2017-03-14,8,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-02-27,1,1,1,NO APLICA,11
0022 ZAVALA PARINA,2,2017-07-12,8,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-03-13,1,1,1,NO APLICA,11
0023 MEZA PAUCAR,1,2019-02-15,6,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-03-10,1,1,1,NO APLICA,11
0032 CAMPOS NAVARRO,1,2014-03-15,11,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-06-14,1,1,1,NO APLICA,11
0033 BERROCAL ESPINOZA,1,2014-05-07,11,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-10-03,1,1,1,NO APLICA,11
0034 ESPINOZA CAMASCA,1,2014-07-02,11,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2023-10-10,1,1,1,NO APLICA,11
0051 LLANTAY MATAMOROS,2,2016-08-26,9,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-03-11,1,1,1,NO APLICA,11
0056 ROJAS VILLARREAL,1,2013-03-18,12,4,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-03-19,1,2,1,NO APLICA,11
0061 RAMIRES CAPCHA,1,2018-12-28,7,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-03-21,1,1,1,NO APLICA,11
0069 BLANCO RAMOS,1,2021-01-10,4,2,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-04-17,1,1,1,NO APLICA,11
0072 SALAZAR DIAZ,2,2018-03-06,7,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-05-16,1,1,1,NO APLICA,11
0086 SERAS LEON,2,2015-01-27,10,3,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-09-02,1,1,1,NO APLICA,11
0090 VEGA BALTAZAR,1,2013-11-04,12,4,PERÚ,3,10,7,CEDIF SAN RAMÓN,2024-10-09,1,1,1,NO APLICA,11
00113 YURIVILCA MACASSI,2,2020-03-12,5,2,PERÚ,3,10,7,CEDIF SAN RAMÓN,2025-01-17,1,1,1,NO APLICA,11
12050157,2,2020-02-27,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2021-02-05,1,1,1,NO APLICA,11
12050212,1,2020-08-29,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2022-02-21,2,1,1,NO APLICA,11
12050263,2,2016-06-25,9,3,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2022-05-05,2,1,1,NO APLICA,11
12050315,2,2019-08-09,6,3,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-01-18,5,1,1,NO APLICA,11
12050316,2,2021-04-11,4,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-01-20,2,2,1,NO APLICA,11
12050321,2,2022-02-22,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-01-18,2,1,1,NO APLICA,11
12050338,1,2022-03-25,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-02-07,2,1,1,NO APLICA,11
12050351,2,2022-03-06,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-03-06,2,1,1,NO APLICA,11
12050353,2,2020-05-01,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-03-06,3,1,1,NO APLICA,11
12050357,2,2020-04-29,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-03-06,2,1,1,NO APLICA,11
12050360,2,2018-07-03,7,3,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-03-06,2,1,1,NO APLICA,11
12050362,1,2018-08-21,7,3,VENEZUELA,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,1,1,1,NO APLICA,11
12050363,1,2019-05-11,6,3,VENEZUELA,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,1,1,1,NO APLICA,11
12050364,2,2020-07-07,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,2,2,1,NO APLICA,11
12050365,2,2020-05-21,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,2,1,1,NO APLICA,11
12050373,2,2020-02-17,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,1,1,1,NO APLICA,11
12050385,1,2020-11-02,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,3,1,1,NO APLICA,11
12050387,2,2018-10-20,7,3,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-04-03,2,1,1,NO APLICA,11
12050391,1,2020-10-31,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-05-02,1,1,1,NO APLICA,11
12050392,1,2020-07-27,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-05-02,3,1,1,NO APLICA,11
12050402,1,2022-06-15,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-06-01,4,2,1,NO APLICA,11
12050412,2,2018-10-23,7,3,VENEZUELA,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2023-10-18,3,1,1,NO APLICA,11
12050417,2,2019-09-21,6,3,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-05,1,1,1,NO APLICA,11
12050419,2,2020-11-30,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-04,1,1,1,NO APLICA,11
12050420,1,2020-02-01,5,2,VENEZUELA,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-11,1,1,1,NO APLICA,11
12050422,1,2020-06-25,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-04,1,1,1,NO APLICA,11
12050423,2,2020-09-15,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-05,1,2,1,NO APLICA,11
12050428,2,2023-03-31,2,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-15,1,1,1,NO APLICA,11
12050432,2,2022-04-23,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-15,2,1,1,NO APLICA,11
12050434,1,2021-01-18,4,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-24,1,1,1,NO APLICA,11
12050435,2,2021-02-28,4,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-15,2,1,1,NO APLICA,11
12050436,1,2020-09-17,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-17,1,1,1,NO APLICA,11
12050438,1,2020-07-15,5,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-19,1,1,1,NO APLICA,11
12050440,1,2021-01-21,4,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-23,1,1,1,NO APLICA,11
12050442,2,2022-08-04,3,2,CHILE,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-26,1,1,1,NO APLICA,11
12050446,2,2022-05-31,3,2,PERÚ,3,10,7,CEDIF PAMPLONA - PAPA LEÓN XIV,2024-01-09,1,2,1,NO APLICA,11
